Material;Descripción;Centro;Subcategoría;ABC;Logística;CATMAN;Importe Vendido;Importe Año Anterior;Volumen Vendido;Volumen Año Anterior;Stock
TOST0013;TOTOPOS FRITURA TORTI GRANDE PZ;S005;Totopo;B;PdC;Santiago; $3.780,00 ; $4.853,00 ;140;211;42
JUNE0071;JUGO PAUPAU CEREZA 24/250ML;S005;Jugo y Nec Infantil;D;CEDIS;Sandra; $832,56 ; $576,00 ;139;96;43
ADCO0013;SALSA CATSUP EMBASA 24/380G;S005;Cátsup;C;CEDIS;Sandra; $1.742,18 ; $1.404,00 ;138;108;142
ALEN0062;CHILE JALAPEÑO LA COSTEÑA  ENT 48/220G;S005;Chiles Envasados;B;CEDIS;Sandra; $1.877,55 ; $994,00 ;138;71;209
BEAL0040;AGUA MINERAL SKARCH 2LT;S005;Agua Mineral;B;PdC;Santiago; $2.736,50 ; $3.427,00 ;138;149;48
PORE0006;GELATINA DE AGUA DANY SABOR LIMON 125G;S005;Gelatina;C;PdC;Santiago; $1.217,00 ; $784,00 ;138;98;20
SERV0033;SERVILLETAS VELVET 48/100 PZ;S005;Servilletas;C;CEDIS;Sandra; $1.594,68 ; $1.649,28 ;137;153;57
JUNE0054;JUGO JUMEX DURAZNO TETRA 24/250ML;S005;Jugo y Nec Infantil;C;CEDIS;Sandra; $1.417,50 ; $1.210,00 ;135;121;52
BEAL0013;SUERO ELECTROLIT FRESA 12/625ML;S005;Isotónicos;C;CEDIS;Sandra; $3.015,00 ; $1.720,00 ;134;86;40
CRSP0052;PASTA LA MODERNA LENGUA 20/200G;S005;Pastas para Sopa;C;CEDIS;Sandra; $1.330,00 ; $1.073,50 ;133;113;50
BEAL0011;SUERO ELECTROLIT COCO 12/625ML;S005;Isotónicos;C;CEDIS;Sandra; $2.970,00 ; $2.140,00 ;132;107;42
FRIT0160;BOTANA SABRITA DORITO NACHO BOLZAZA 100G;S005;Maíz Frito;B;PdC;Santiago; $3.359,37 ; $2.012,16 ;132;82;5
LEFR0014;LECHE ALPURA DESLAC 12/1LT;S005;Blanca UHT;B;PdC;Santiago; $4.672,00 ; $2.850,00 ;132;95;20
LEFR0022;LECHE 19 HERMANOS 1LT;S005;Blanca pasteurizada;C;PdC;Santiago; $2.838,00 ; $2.033,00 ;132;107;17
FFAL0182;ROLL ARRACHERA 50/1PZ;S005;Procesados Marca Pro;N;PdC;Santiago; $7.338,63 ; $1.944,91 ;131;48;38
FRVE0082;TORONJA KG;S005;Frutas;B;CEDIS;Sebastián; $4.442,98 ; $3.278,37 ;130;107;9,465
CARN0353;COSTILLA PARTIDA DE CERDO 800G;S005;Carne de Cerdo;A;PdC;Alma; $14.510,24 ; $21.867,20 ;130;237;16
PAHI0015;PAPEL HIGIENICO REG RINDE+ 10/400HD 4PZ;S005;Papel Higiénico $ me;B;CEDIS;Sandra; $3.080,76 ; $313,82 ;130;13;89
CARN0330;PECHUGA DE POLLO IMPORTADA 300G;S005;Carne de Pollo;B;NoClas;Alma; $5.675,71 ; $-   ;129;0;11
CERV0045;CERVEZA CORONA CERO 24/355ML;S005;Cerveza No retornabl;C;PdC;Santiago; $1.786,59 ; $1.793,06 ;129;104;5
CRSP0035;PASTA LA MODERNA CODO 2 20/200G;S005;Pastas para Sopa;C;CEDIS;Sandra; $1.290,00 ; $1.402,50 ;129;187;46
CARN0341;PECHUGA SABRO POLLO DESHUES 750G;S005;Carne de Pollo;A;PdC;Alma; $20.292,00 ; $28.229,60 ;128;200;36
GASE0006;ARROZ OLE 10/900G;S005;Arroz;B;CEDIS;Sandra; $2.880,00 ; $2.300,50 ;128;107;53
PAEM0037;PAN MOLIDO BIMBO CLASICO 210G;S005;Pan en Barra;B;PdC;Santiago; $2.985,16 ; $2.835,00 ;127;105;78
FFAL0185;PIZZA DELEY-T PEPPERONI PZ;S005;Procesados Marca Pro;C;PdC;Santiago; $14.088,16 ; $4.034,55 ;126;36;24
CARN0307;PULPA BISTEC DE RES 800G;S005;Carne de Res;A;CEDIS;Alma; $19.780,69 ; $25.437,00 ;125;183;27
GASA0012;GALLETA GAMESA SALADITAS 186G;S005;Galleta Salada;B;PdC;Santiago; $3.136,50 ; $8.626,00 ;123;431;71
REFR0137;REFRESCO SPRITE 8/2.5LT;S005;Refrescos de Sabores;B;PdC;Santiago; $4.029,47 ; $3.017,03 ;123;100;27
ACCO0020;ACEITE VEGETAL AVE 12/850ML;S005;Aceite Liq. Comestib;B;CEDIS;Sandra; $3.904,00 ; $7.176,00 ;122;184;29
CIGA0010;CIGARRO MARLBORO 10/20 PZ;S005;Cigarros $ Alto;A;PdC;Santiago; $9.150,15 ; $8.793,65 ;122;136;37
CODE0051;PAN DULCE BFR BANDERILLA 150/70G;S005;Pan Dulce;N;NoClas;Santiago; $1.129,72 ; $-   ;122;0;217
ADCO0012;SALSA CATSUP EMBASA 12/1KG;S005;Cátsup;B;CEDIS;Sandra; $3.144,44 ; $3.792,00 ;121;158;31
HIEL0002;HIELO AZUL PURIFICADO 5KG;S005;Hielo;B;PdC;Santiago; $3.327,50 ; $4.380,00 ;121;219;57
ADCO0041;SAZONADOR MI ARROZ KNORR ROJO 60/17G;S005;Sazonadores;C;CEDIS;Sandra; $959,52 ; $855,00 ;120;114;58
CAFR0208;DESHEBRADA MAXIM DE CERDO 300G;S005;Otras Carnes Frías;B;PdC;Alma; $7.735,00 ; $10.752,00 ;119;168;0
CRSP0036;PASTA LA MODERNA CODO 3 20/200G;S005;Pastas para Sopa;C;CEDIS;Sandra; $1.190,00 ; $952,50 ;119;127;30
CAFR0032;JAMÓN SAN ANTONIO AMERICANO KG;S005;Jamón;B;PdC;Alma; $9.954,62 ; $7.293,58 ;119;92;74,215
CARN0350;ALITA ADOBADA SABRO POLLO 750G;S005;Carne de Pollo;A;PdC;Alma; $11.682,00 ; $14.100,00 ;118;150;21
LADE0045;QUESO ASADERO MACIAS 500G;S005;Quesos;A;PdC;Santiago; $10.030,00 ; $8.550,00 ;118;114;35
LIMP0084;FIBRA SCOTCH BRITE ESPONJA 12/1PZ;S005;Jergas, fibras y tel;C;PdC;Santiago; $1.322,27 ; $1.487,41 ;118;138;13
ACCO0008;ACEITE VEGETAL KARTAMUS 12/900ML;S005;Aceite Liq. Comestib;B;CEDIS;Sandra; $4.212,00 ; $5.203,00 ;117;121;15
CONG0093;FILETE TILAPIA CAPITAN 500G;S005;Pescados y Mariscos;B;CEDIS;Alma; $10.293,36 ; $17.252,00 ;117;227;18
FRVE0194;CHAMPIÑON MONTE BLANCO ENTERO 12/225G;S005;Verduras;N;PdC;Sebastián; $3.305,25 ; $-   ;117;0;0
GADU0241;GALLETA NABISCO OREO 9/45.6G;S005;Galleta Dulce Caja;C;PdC;Santiago; $870,00 ; $268,00 ;117;35;223
PAEM0073;CHAPATA PANOVO RUSTICA PZ;S005;Pan en Barra;B;PdC;Santiago; $994,50 ; $2.346,30 ;117;297;41
ALEN0046;ENSALADA CAMPESINA LA COSTEÑA 24/410G;S005;Vegetales Envasados;C;CEDIS;Sandra; $2.320,00 ; $2.619,50 ;116;169;36
CARN0344;PIERNA BISTEC DE CERDO 300G;S005;Carne de Cerdo;A;CEDIS;Alma; $3.970,80 ; $19.597,50 ;116;603;10
CARN0377;MANITA PARTIDA DE CERDO 800G;S005;Carne de Cerdo;A;CEDIS;Alma; $7.631,66 ; $8.688,00 ;116;181;16
LIMP0048;CLORO CLOROX 15/930ML;S005;Cloros;C;CEDIS;Sandra; $1.399,76 ; $832,83 ;116;69;56
REFR0157;REFRESCO JARRITOS TUTIFRUTI 2LT;S005;Refrescos de Sabores;C;PdC;Santiago; $2.599,62 ; $1.802,14 ;116;95;29
CODE0052;PAN SALADO BFR CUERNO CONGELADO 120/80G;S005;Pan Dulce;N;PdC;Santiago; $1.064,90 ; $-   ;115;0;89
GADU0127;GALLETA MARINELA BARRITAS FRESA 335G;S005;Galleta Dulce Caja;B;PdC;Santiago; $4.045,71 ; $18.052,50 ;115;750;103
AROM0003;SOPA INSTANT MARUCHAN PIKIN 12/64G;S005;Comida Deshidratada;B;CEDIS;Sandra; $1.824,00 ; $2.730,00 ;114;182;66
BEAL0063;ENERGETIZANTE VOLT ENERGY 12/473ML;S005;Energéticos;C;PdC;Santiago; $2.061,95 ; $2.482,51 ;114;180;42
CUBU0033;PASTA DENTAL COLGATE TRIP AC 72/150ML;S005;Crema Dental;B;CEDIS;Sandra; $3.505,54 ; $2.560,47 ;113;90;53
HELA0025;HELADO BOLONIA PALETA LIMON 25/75ML;S005;Paletas;D;PdC;Santiago; $1.751,50 ; $494,00 ;113;38;7
PAEM0035;PAN BIMBO INTEGRAL 300G;S005;Pan en Barra;B;PdC;Santiago; $3.164,00 ; $2.812,00 ;113;76;8
FRIT0016;BOTANA BARCEL TAKIS FUEGO 65G;S005;Maíz Frito;B;PdC;Santiago; $1.969,12 ; $1.081,20 ;112;73;117
ENCO0025;PAPEL ALUMINIO GREAT QUALITY 24/10.5MT;S005;Papel Aluminio;C;CEDIS;Sandra; $1.195,50 ; $1.696,00 ;111;164;38
ARLI0032;VELADORA LUZ ETERNA REPUESTO 40/1PZ;S005;Velas y Veladoras;B;CEDIS;Sandra; $1.706,94 ; $2.141,46 ;110;138;36
CHGO0122;CHOCOLATE KINDER DELICE 10/48G;S005;Chocolate Golosina;C;PdC;Santiago; $1.629,34 ; $916,74 ;110;66;62
FFAL0198;ARRACHERA CERDO PROAN 20/500G;S005;Carne de Cerdo;;NoClas;Alma; $5.940,00 ; $-   ;110;0;43
GADU0151;GALLETA MARINELA TRIKITRAKES 306G;S005;Galleta Dulce Caja;B;PdC;Santiago; $3.869,80 ; $21.205,68 ;110;881;304
GASE0045;CHILE GUAJILLO SECO MI VILLA PZ;S005;Chiles Secos;C;PdC;Santiago; $1.649,10 ; $1.575,00 ;110;126;23
CONG0029;NUGGET DE POLLO CONGELADOS KG;S005;Pollo Preparado;A;PdC;Alma; $14.734,15 ; $11.020,86 ;110;85;-11,685
ALEN0019;ATÚN TUNY AGUA 48/130G;S005;Pesca y Marisc Env.;B;CEDIS;Sandra; $1.798,50 ; $2.263,00 ;109;146;34
CARN0363;MOLIDA 80/20 DE CERDO 2KG;S005;Carne de Cerdo;B;NoClas;Alma; $15.914,00 ; $-   ;109;0;0
FRIT0095;PAPAS SABRITAS RUFFLES SABOR QUESO 48G;S005;Papas fritas;B;PdC;Santiago; $1.917,39 ; $2.333,67 ;109;140;23
FRIT0126;PALOMITAS ACTII SABOR MANTEQUI 6/14/80G;S005;Palomitas microondas;C;CEDIS;Sandra; $1.463,18 ; $1.050,00 ;109;84;48
PORE0007;GELATINA DE AGUA DANY SABOR PIÑA 125G;S005;Gelatina;C;PdC;Santiago; $953,50 ; $824,00 ;109;103;47
YOBA0032;YOGHURT YOPLAIT GRIEGO NATURAL 120G;S005;Yog Batido Regular;C;PdC;Alma; $1.471,50 ; $600,00 ;109;50;32
CHGO0012;CHOCOLATE KINDER MAXI CON LECHE 10/21G;S005;Chocolate Golosina;C;PdC;Santiago; $1.150,12 ; $1.334,65 ;108;131;63
INVE0017;INSECTICIDA RAID LAMINITAS 8/108PZ;S005;Insecticidas y Venen;C;CEDIS;Sandra; $157,55 ; $259,06 ;108;217;216
FRVE0057;MELON VALENCIANO KG;S005;Frutas;C;CEDIS;Sebastián; $1.974,94 ; $1.567,44 ;107;69;21,565
ACCO0001;ACEITE VEGETAL 123 12/1LT;S005;Aceite Liq. Comestib;B;CEDIS;Sandra; $4.840,50 ; $4.005,00 ;107;89;48
BEAL0043;AGUA MINERAL TOPOCHICO 12/600ML;S005;Agua Mineral;B;PdC;Santiago; $1.752,66 ; $2.489,76 ;107;152;4
CARN0374;PIERNA BISTEC DE CERDO 8/1.2KG;S005;Carne de Cerdo;B;CEDIS;Alma; $12.257,00 ; $402,00 ;107;3;24
CRSP0043;PASTA LA MODERNA FIDEO 0 20/200G;S005;Pastas para Sopa;C;CEDIS;Sandra; $1.070,00 ; $1.140,00 ;107;152;53
FFAL0187;PIZZA DELEY-T CARNES FRIAS PZ;S005;Procesados Marca Pro;C;PdC;Santiago; $11.947,50 ; $1.905,21 ;107;17;12
LEPC0036;MEDIA CREMA NESTLE 24/225G.;S005;Media Crema;C;CEDIS;Sandra; $2.120,00 ; $570,00 ;106;30;34
PAEM0033;PAN BIMBO BLANCO 300G;S005;Pan en Barra;B;PdC;Santiago; $2.650,00 ; $2.074,00 ;106;61;4
CARN0324;PIERNA BISTEC DE CERDO 10/2KG;S005;Carne de Cerdo;B;NoClas;Alma; $18.378,72 ; $-   ;105;0;79
CATE0036;CAFE NESCAFE CLASICO 16/42G;S005;Café;B;CEDIS;Sandra; $3.276,00 ; $2.754,00 ;104;81;40
LEFR0015;LECHE ALPURA DESLAC LIGHT UHT 12/1LT;S005;Blanca UHT;B;PdC;Santiago; $3.696,00 ; $2.220,00 ;104;74;24
YOBE0047;YOGHURT BEBIBLE YOPLAIT MINI FRESA 100G;S005;Yog Bebible Infantil;D;PdC;Alma; $883,74 ; $882,00 ;104;126;20
GASA0006;GALLETA GAMESA CRAKETS 16/267G;S005;Galleta Salada;B;CEDIS;Sandra; $2.718,17 ; $1.800,00 ;103;72;28
LADE0060;QUESO ASADERO EL PUEBLITO BOLA 500G;S005;Quesos;B;PdC;Santiago; $7.358,08 ; $11.288,00 ;103;166;11
TOST0016;TOSTADA EL MESON DE LOS MUÑIZ 25PZ;S005;Tostada;B;PdC;Santiago; $3.244,50 ; $2.987,00 ;103;103;13
ADCO0116;SAZONADOR MI ARROZ KNORR BCO 60/10/12G;S005;Sazonadores;D;CEDIS;Sandra; $764,77 ; $623,00 ;102;89;64
FRVE0017;CHILE JALAPEÑO KG;S005;Verduras;B;CEDIS;Sebastián; $1.973,33 ; $1.357,31 ;102;44;12,39
CRSP0022;FIDEO KNORR 12/95G;S005;Sopas Preparadas;C;CEDIS;Sandra; $1.917,86 ; $1.404,00 ;101;78;36
YOBA0029;PRODUCTO LACTEO DANONINO LUNCH FRESA 70G;S005;Yog Bebible Infantil;C;PdC;Santiago; $1.738,97 ; $1.140,00 ;101;76;44
CAFR0211;CHORIZO MAXIM 500G;S005;Chorizo;A;CEDIS;Alma; $4.201,20 ; $8.694,00 ;100;161;0
CAFR0015;JAMÓN CHAPARRAL COCIDO  KG;S005;Jamón;A;PdC;Alma; $8.324,81 ; $8.045,83 ;99;96;31,39
JUNE0077;JUGO PAUPAU UVA 24/250ML;S005;Jugo y Nec Personal;D;CEDIS;Sandra; $587,64 ; $372,00 ;98;62;28
AGPU0054;AGUA EPURA 12/1.5LT;S005;Agua sin Sabor;B;PdC;Santiago; $1.649,00 ; $1.906,50 ;97;123;32
CAFR0001;CARNE P/HAMBURGUESA ESTRELLA PZ;S005;Otras Carnes Frías;C;PdC;Alma; $582,00 ; $78,00 ;97;13;38
CHIC0026;CHICLE TRIDENT VALU YERBABUENA 12/30.6G;S005;Chicles;C;PdC;Santiago; $1.588,86 ; $469,26 ;97;33;18
CHIC0032;CHICLE BUBBALOO FRESA 50/50.5G;S005;Chicles;D;PdC;Santiago; $83,51 ; $53,36 ;97;62;92
FRVE0009;CEBOLLITA CAMBRAY MANOJO PZ;S005;Verduras;B;CEDIS;Sebastián; $3.609,86 ; $3.520,00 ;97;124;11
BEAL0020;SUERO ELECTROLIT UVA 12/625ML;S005;Isotónicos;C;CEDIS;Sandra; $2.160,00 ; $960,00 ;96;48;43
CARN0358;CHULETA DE CERDO 300G;S005;Carne de Cerdo;B;CEDIS;Alma; $4.119,40 ; $4.234,00 ;96;116;34
FRVE0072;PIMIENTO MORRON KG;S005;Verduras;B;CEDIS;Sebastián; $7.980,10 ; $9.270,48 ;96;89;21,695
CAFR0072;SALCHICHA FUD PAVO 266G;S005;Salchicha;B;PdC;Alma; $2.565,00 ; $1.820,00 ;95;70;26
CARN0327;CHAMORRO SIN HUESO DE CERDO 800G;S005;Carne de Cerdo;A;NoClas;Alma; $6.671,74 ; $-   ;95;0;16
ALEN0088;FRIJOLES BAYOS ISADORA 24/430G;S005;Frijoles Envasados;B;CEDIS;Sandra; $1.786,00 ; $1.224,00 ;94;68;41
ALEN0090;FRIJOLES PERUANOS ISADORA 24/430G;S005;Frijoles Envasados;B;CEDIS;Sandra; $1.767,00 ; $2.149,00 ;93;122;46
AGPU0001;AGUA CIEL 12/1.5LT;S005;Agua sin Sabor;C;PdC;Santiago; $1.564,00 ; $765,00 ;92;51;59
CARN0403;ALITA BUFALO SABRO POLLO 750G;S005;Carne de Pollo;B;PdC;Alma; $8.904,06 ; $1.999,20 ;92;22;20
REFR0111;REFRESCO PEPSI COLA 1.5 LT;S005;Refrescos de Cola;B;PdC;Santiago; $2.119,97 ; $3.077,26 ;92;140;11
CARN0331;PECHUGA DE POLLO IMPORTADA 800G;S005;Carne de Pollo;A;NoClas;Alma; $9.111,60 ; $-   ;91;0;10
CARN0365;FILETE DE POLLO IMPORTADA 300G;S005;Carne de Pollo;B;NoClas;Alma; $3.888,20 ; $-   ;91;0;69
CRSP0030;PASTA LA MODERNA CARACOL 1 20/200G;S005;Pastas para Sopa;C;CEDIS;Sandra; $910,00 ; $665,00 ;91;70;36
GADU0092;GALLETA GAMESA MARIAS 20/170G;S005;Galleta Dulce Paqeti;C;CEDIS;Sandra; $1.474,32 ; $1.344,62 ;91;88;38
FRIT0056;BOTANA CHEETOS SABRITAS FLAMIN HOT 52G;S005;Extruido tipo cheeto;B;PdC;Santiago; $1.416,13 ; $722,28 ;90;52;8
GADU0015;GALLETA CUETARA MEXICANAS 20/135G;S005;Galleta Dulce Paqeti;C;CEDIS;Sandra; $874,84 ; $259,28 ;90;28;25
LADE0001;CREMA AL-DIA PASTEURIZADA 200G;S005;Cremas;C;PdC;Santiago; $1.755,00 ; $1.207,00 ;90;71;4
LADE0105;QUESO NAVARRO PANELA 400G;S005;Quesos;B;PdC;Santiago; $7.830,00 ; $4.500,00 ;90;60;10
TOST0011;TOTOPOS EL CHARRO PZ;S005;Totopo;C;PdC;Santiago; $2.205,00 ; $1.122,50 ;90;52;14
AGPU0017;AGUA BONAFONT 12/1.5LT;S005;Agua sin Sabor;C;CEDIS;Sandra; $1.246,00 ; $555,00 ;89;37;40
CAFR0216;TOCINO MAXIM NAT 250G;S005;Otras Carnes Frías;B;PdC;Alma; $4.448,50 ; $2.950,00 ;89;59;0
CARN0384;RIBLET ENTERO DE CERDO 700G;S005;Carne de Cerdo;B;PdC;Alma; $5.116,80 ; $5.840,80 ;89;124;8
TOST0001;TOTOPOS BIMBO DEL HOGAR 280G;S005;Totopo;C;PdC;Santiago; $2.155,50 ; $803,82 ;89;31;136
ALEN0117;FRIJOLES BAYOS LA SIERRA 24/430G;S005;Frijoles Envasados;C;CEDIS;Sandra; $1.669,72 ; $828,00 ;88;46;17
FRVE0075;PLATO DE VERDURA PZ;S005;Verduras;B;CEDIS;Sebastián; $2.491,00 ; $3.059,00 ;88;133;13
JUNE0061;JUGO JUMEX MANGO TETRA 24/250ML;S005;Jugo y Nec Infantil;C;CEDIS;Sandra; $924,00 ; $970,00 ;88;97;28
FRVE0054;MANZANA NACIONAL ROJA KG;S005;Frutas;B;CEDIS;Sebastián; $3.935,34 ; $2.987,56 ;88;68;24,475
ALMA0072;CROQUETAS PARA GATO MIXI ADULTO 5/1.3KG;S005;Alimento para gato;B;PdC;Alma; $4.124,76 ; $4.214,02 ;87;94;24
COBE0016;BEBIDA EN POLVO ZUKO JAMAICA 12/8/15G;S005;Concentrado de Bebid;D;CEDIS;Sandra; $374,97 ; $228,91 ;87;59;20
CARN0291;DIEZMILLO BISTEC DE RES 800G;S005;Carne de Res;A;CEDIS;Alma; $14.048,00 ; $14.140,00 ;86;101;11
CARN0383;PIERNA PICADA DE CERDO 8/1.5KG;S005;Carne de Cerdo;N;PdC;Alma; $11.433,00 ; $310,00 ;86;2;-1
CERV0009;BEBIDA ARIZONA TE VERDE 24/680ML;S005;Te LPB Personal;C;CEDIS;Sandra; $1.720,00 ; $560,00 ;86;28;21
JATO0021;JABON LIRIO DERMATOLOGICO 50/150G;S005;Jabones de tocador e;C;CEDIS;Sandra; $1.334,55 ; $1.530,85 ;86;111;59
LEPC0001;LECHE EVAPORADA AL-DIA 12/1LT;S005;Leche Evaporada;B;PdC;Santiago; $4.685,37 ; $1.716,00 ;86;33;12
CARN0057;FILETE TILAPIA CONGELADO KG;S005;Pescados y Mariscos;D;CEDIS;Alma; $13.704,80 ; $-   ;86;0;18,225
CARB0005;CARBON VALIENTE 3KG;S005;Carbón;A;CEDIS;Sandra; $6.082,22 ; $5.948,30 ;85;95;15
CARN0393;CHULETA DE CERDO 600G;S005;Carne de Cerdo;B;CEDIS;Alma; $7.177,44 ; $7.665,00 ;85;105;20
HELA0018;HELADO BOLONIA PALETA ESPECIAL 25/75ML;S005;Paletas;C;PdC;Santiago; $2.715,04 ; $1.299,89 ;85;54;19
TOST0009;TOSTADA EL CHARRO ENCHILADA PZ;S005;Tostada;C;PdC;Santiago; $2.210,00 ; $1.151,50 ;85;47;18
ALMA0026;SOBRE WHISKAS ATÚN 4/8/85G;S005;Alimento para gato;C;CEDIS;Sandra; $787,09 ; $-   ;83;0;0
CARN0408;CHICHARRON DE PAPADA DE CERDO 500G;S005;Procesados Marca Pro;A;PdC;Alma; $13.342,00 ; $11.880,00 ;83;90;8
HELA0009;HELADO BOLONIA PALETA COCO 25/75ML;S005;Paletas;D;PdC;Santiago; $1.286,50 ; $377,00 ;83;29;20
HELA0017;HELADO BOLONIA PALETA DOBL LIMON 25/80ML;S005;Paletas;D;PdC;Santiago; $1.743,00 ; $374,00 ;83;22;9
LADE0007;MATEQUILLA ALPURA SIN SAL 90G;S005;Mantequillas y marga;B;PdC;Santiago; $2.226,00 ; $1.496,00 ;83;68;0
OTBO0027;SALSA YAHUALICA 24/355ML;S005;Salsas Botaneras;C;CEDIS;Sandra; $1.203,50 ; $958,50 ;83;71;27
CODE0045;PAN SALADO BFR BISQUET 96/90G;S005;Pan Dulce;N;NoClas;Santiago; $759,32 ; $-   ;82;0;88
HELA0004;HELADO BOLONIA PALETA CAJETA 25/80ML;S005;Paletas;C;PdC;Santiago; $1.722,00 ; $306,00 ;82;18;21
PORE0009;FLAN DANETTE SABOR VAINILLA 1PZ;S005;Flan;C;PdC;Santiago; $1.488,00 ; $346,50 ;82;21;9
BEAL0042;AGUA MINERAL TOPOCHICO 6/1.5LT;S005;Agua Mineral;B;PdC;Santiago; $2.093,90 ; $1.225,00 ;81;49;0
CHGO0127;CHOCOLATE VUALA SWICH 9/16/32G;S005;Chocolate Golosina;B;CEDIS;Sandra; $523,97 ; $2.216,22 ;81;342;78
FFAL0014;FRIJOLES CASEROS SUPERDOÑA PZ;S005;Procesados Marca Pro;C;PdC;Santiago; $2.374,11 ; $1.846,53 ;81;63;9
FFAL0151;SALSA RANCHERA EL COMALITO PZ;S005;Procesados Proveedor;D;PdC;Santiago; $948,08 ; $517,07 ;81;50;26
FRIT0022;BOTANA EXCEL MIXTA 400G;S005;Papas fritas;B;PdC;Santiago; $2.936,79 ; $2.566,46 ;81;77;18
HELA0002;HELADO BOLONIA BARQUIYATE FRESA 25/120ML;S005;Paletas;C;PdC;Santiago; $2.324,83 ; $902,84 ;81;39;10
REFR0116;REFRESCO PEPSI COLA 600ML;S005;Refrescos de Cola;B;PdC;Santiago; $1.187,29 ; $1.135,65 ;81;85;13
FRVE0084;UVA BLANCA SIN SEMILLA KG;S005;Frutas;A;CEDIS;Sebastián; $12.174,00 ; $5.966,70 ;81;33;7,64
FRVE0016;CHILE HUNGARO KG;S005;Verduras;B;CEDIS;Sebastián; $3.559,66 ; $3.567,76 ;80;84;14,26
ADCO0087;PURE DE TOMATE DEL FUERTE 24/345G;S005;Puré de Tomate;B;CEDIS;Sandra; $1.119,16 ; $1.930,50 ;80;143;40
CARN0346;PIERNA TROZO DE CERDO 300G;S005;Carne de Cerdo;A;CEDIS;Alma; $3.198,80 ; $5.221,40 ;80;161;24
CODE0040;PAN DULCE BFR OREJA 150/75G;S005;Pan Dulce;N;NoClas;Santiago; $740,80 ; $-   ;80;0;244
FRVE0051;MANZANA IMPORTADA GALA KG;S005;Frutas;B;CEDIS;Sebastián; $6.391,16 ; $6.500,02 ;80;106;5,525
ACCO0012;ACEITE NUTRIOLI 12/400ML;S005;Aceite Liq. Comestib;B;CEDIS;Sandra; $1.698,50 ; $1.725,00 ;79;69;19
BERN0028;JUGO JUMEX MANGO TETRAPACK 12/960ML;S005;Jugo y Nec Familiar;C;CEDIS;Sandra; $1.975,00 ; $1.575,00 ;79;63;20
FFAL0026;SALSA SAN JUANITA 270ML;S005;Procesados Marca Pro;C;PdC;Santiago; $1.220,26 ; $895,16 ;79;67;28
HELA0020;HELADO BOLONIA PALETA FRES/VAINI 25/80ML;S005;Paletas;D;PdC;Santiago; $1.659,00 ; $391,00 ;79;23;15
CATE0035;CAFE NESCAFE CLASICO 12/200G;S005;Café;B;CEDIS;Sandra; $8.853,00 ; $5.394,00 ;78;48;49
COBE0024;BEBIDA ZUKO MANGO 12/8/15G;S005;Concentrado de Bebid;D;CEDIS;Sandra; $336,18 ; $108,64 ;78;28;26
COCO0002;COOLER CARIBE TINTO 12/300ML;S005;Coolers;C;CEDIS;Sandra; $1.424,12 ; $813,06 ;78;41;20
REFR0055;REFRESCO COCA COLA LIGHT 24/500ML;S005;Refrescos de Cola;B;PdC;Santiago; $1.479,51 ; $1.239,00 ;78;85;52
ACCO0062;MANTECA PROAN DE CERDO 36/400G;S005;Manteca;;NoClas;Alma; $3.001,83 ; $-   ;77;0;50
CARN0389;FAJITAS DE LOMO 400G;S005;Carne de Cerdo;N;PdC;Alma; $4.524,00 ; $-   ;77;0;27
CERE0077;CEREAL KELLOGG´S ZUCARITAS 16/840G;S005;Cereal Infantil;B;CEDIS;Sandra; $5.204,44 ; $3.305,35 ;77;51;29
FRVE0070;PERA DE ANJOU KG;S005;Frutas;B;CEDIS;Sebastián; $5.931,06 ; $4.045,18 ;76;65;15,76
CARN0351;CABEZA DE LOMO BISTEC CERDO 300G;S005;Carne de Cerdo;B;CEDIS;Alma; $3.051,50 ; $5.911,50 ;76;158;3
CARN0364;ESPALDILLA TROZO DE CERDO 800G;S005;Carne de Cerdo;B;CEDIS;Alma; $5.644,00 ; $6.300,00 ;76;84;11
CATE0050;CAFE NESCAFE CAPPUCCINO VAINILLA 6/6/22G;S005;Café;C;CEDIS;Sandra; $608,00 ; $-   ;76;0;25
DESE0042;VASO TERMICO REYMA N.12 40/25PZ;S005;Vasos;B;CEDIS;Sandra; $1.310,25 ; $1.294,02 ;76;79;41
JUGU0165;JUGO VIGOR NECTAR MANGO 24/200ML;S005;Jugo y Nec Infantil;D;CEDIS;Sandra; $569,32 ; $232,50 ;76;31;42
TOST0033;TOSTADAS SANISSIMO HORNEADAS 216G;S005;Tostada;C;PdC;Santiago; $2.702,00 ; $1.527,50 ;76;47;110
CARN0355;MOLIDA DE CERDO 8/1.5KG;S005;Carne de Cerdo;N;CEDIS;Alma; $8.365,00 ; $387,00 ;75;3;6
GADU0146;GALLETA MARINELA SPONCH 270G;S005;Galleta Dulce Caja;B;PdC;Santiago; $2.637,10 ; $10.759,29 ;75;447;121
REFR0033;REFRESCO COCA COLA LATA 24/235ML;S005;Refrescos de Cola;C;PdC;Santiago; $969,76 ; $833,72 ;75;73;11
ALEN0053;FRIJOL BAYO LA COSTEÑA REFRITO 12/430G;S005;Frijoles Envasados;C;CEDIS;Sandra; $1.110,00 ; $938,00 ;74;67;45
FFAL0136;FRIJOLES FOGON VEVITA FRITOS C/CHORI 5PZ;S005;Procesados Proveedor;C;PdC;Santiago; $3.441,00 ; $2.480,00 ;74;62;20
